"{""uniqueID"":28350,""completion_code"":""roMza-#-S60lv"",""demographics"":""country=United States of America___gender=female___race=Caucasian/Asian___age=38"",""experiment"":""guess-who-pilot"",""boardNumber"":2,""condition"":""asian_female_only"",""actionType"":""questionAsked"",""question"":""Are there at least 2 words visible on her shirt?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":3,""totalFaceCount"":16,""facesEliminatedCount"":13,""eliminatedFaces"":""IMG_0491__IMG_9755__IMG_7866__IMG_7715__IMG_7927__IMG_8667__IMG_9574__IMG_8697__IMG_0325__IMG_9906__IMG_9469__IMG_9921__IMG_0310"",""allFaces"":""IMG_9977__IMG_0491__IMG_9755__IMG_7866__IMG_7715__IMG_9078__IMG_7927__IMG_8667__IMG_9574__IMG_8834__IMG_8697__IMG_0325__IMG_9906__IMG_9469__IMG_9921__IMG_0310"",""currentFacesEliminatedCount"":5}"	2017-04-27T19:32:49	4509517823868928
"{""uniqueID"":57778,""completion_code"":""AlEHF-#-5wgzT"",""demographics"":""country=United States of America___gender=male___race=Black___age=21"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""white_male_only"",""actionType"":""finalFaceSelected"",""question"":""NA"",""questionResponse"":""NA"",""finalSelection"":""IMG_8078"",""questionNumber"":4,""totalFaceCount"":16,""facesEliminatedCount"":16,""eliminatedFaces"":""IMG_8919__IMG_8183__IMG_9334__IMG_9559__IMG_0371__IMG_9258__IMG_0093__IMG_8138__IMG_9876__IMG_0461__IMG_8078__IMG_9183__IMG_9349__IMG_0777__IMG_9018__IMG_9288"",""allFaces"":""IMG_8919__IMG_8183__IMG_9334__IMG_9559__IMG_0371__IMG_9258__IMG_0093__IMG_8138__IMG_9876__IMG_0461__IMG_8078__IMG_9183__IMG_9349__IMG_0777__IMG_9018__IMG_9288"",""currentFacesEliminatedCount"":1}"	2017-04-27T20:00:39	4509645062275072
"{""uniqueID"":42038,""completion_code"":""TARXT-#-bXdVn"",""demographics"":""country=Poland___gender=male___race=Black___age=19"",""experiment"":""guess-who-pilot"",""boardNumber"":1,""condition"":""white_male_only"",""actionType"":""questionAsked"",""question"":""is the person's underneath shirt sleeves visible ?"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":8,""totalFaceCount"":16,""facesEliminatedCount"":15,""eliminatedFaces"":""IMG_8003__IMG_8078__IMG_8517__IMG_0761__IMG_7593__IMG_8919__IMG_7760__IMG_0626__IMG_7623__IMG_8168__IMG_8547__IMG_0686__IMG_0596__IMG_9198__IMG_7653"",""allFaces"":""IMG_8003__IMG_8078__IMG_8517__IMG_0761__IMG_7593__IMG_8919__IMG_7760__IMG_0626__IMG_7623__IMG_8168__IMG_8547__IMG_0686__IMG_0596__IMG_9198__IMG_7653__IMG_0371"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:42:20	4509692172697600
"{""uniqueID"":41956,""completion_code"":""d6g12-#-Am6td"",""demographics"":""country=United States of America___gender=female___race=white___age=29"",""experiment"":""guess-who-pilot"",""boardNumber"":2,""condition"":""female_only"",""actionType"":""questionAsked"",""question"":""Is this person's hair black?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":4,""totalFaceCount"":16,""facesEliminatedCount"":14,""eliminatedFaces"":""IMG_8697__IMG_9977__IMG_9861__IMG_9469__IMG_0003__IMG_8667__IMG_8243__IMG_7638__IMG_8859__IMG_9138__IMG_0506__IMG_7851__IMG_9906__IMG_9544"",""allFaces"":""IMG_8697__IMG_9977__IMG_9861__IMG_9469__IMG_0003__IMG_8667__IMG_0446__IMG_8243__IMG_7638__IMG_8859__IMG_9831__IMG_9138__IMG_0506__IMG_7851__IMG_9906__IMG_9544"",""currentFacesEliminatedCount"":1}"	2017-04-27T20:41:48	4511072065159168
"{""uniqueID"":20142,""completion_code"":""tmqyX-#-urrV5"",""demographics"":""country=India___gender=male___race=Asian___age=23"",""experiment"":""guess-who-pilot"",""boardNumber"":2,""condition"":""highly_variable"",""actionType"":""finalFaceSelected"",""question"":""NA"",""questionResponse"":""NA"",""finalSelection"":""IMG_8243"",""questionNumber"":4,""totalFaceCount"":16,""facesEliminatedCount"":16,""eliminatedFaces"":""IMG_9725__IMG_9379__IMG_0476__IMG_8637__IMG_9770__IMG_8289__IMG_8622__IMG_8243__IMG_9364__IMG_9977__IMG_9424__IMG_9288__IMG_8592__IMG_9048__IMG_0401__IMG_7593"",""allFaces"":""IMG_9725__IMG_9379__IMG_0476__IMG_8637__IMG_9770__IMG_8289__IMG_8622__IMG_8243__IMG_9364__IMG_9977__IMG_9424__IMG_9288__IMG_8592__IMG_9048__IMG_0401__IMG_7593"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:29:42	4511135281709056
"{""uniqueID"":59650,""completion_code"":""UZl8C-#-GIDoX"",""demographics"":""country=United States of America___gender=male___race=white___age=31"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""highly_variable"",""actionType"":""finalFaceSelected"",""question"":""NA"",""questionResponse"":""NA"",""finalSelection"":""IMG_9424"",""questionNumber"":5,""totalFaceCount"":16,""facesEliminatedCount"":16,""eliminatedFaces"":""IMG_0295__IMG_8814__IMG_0138__IMG_7927__IMG_9649__IMG_9770__IMG_9725__IMG_8889__IMG_0476__IMG_8964__IMG_9258__IMG_7700__IMG_7623__IMG_9424__IMG_9514__IMG_0581"",""allFaces"":""IMG_0295__IMG_8814__IMG_0138__IMG_7927__IMG_9649__IMG_9770__IMG_9725__IMG_8889__IMG_0476__IMG_8964__IMG_9258__IMG_7700__IMG_7623__IMG_9424__IMG_9514__IMG_0581"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:51:34	4511566523269120
"{""uniqueID"":37091,""completion_code"":""zkvin-#-Kn4zw"",""demographics"":""country=United States of America___gender=male___race=white___age=21"",""experiment"":""guess-who-pilot"",""boardNumber"":3,""condition"":""asian_only"",""actionType"":""questionAsked"",""question"":""is it a girl"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":1,""totalFaceCount"":16,""facesEliminatedCount"":8,""eliminatedFaces"":""IMG_8697__IMG_0325__IMG_9409__IMG_0746__IMG_9755__IMG_9977__IMG_7927__IMG_9906"",""allFaces"":""IMG_8697__IMG_0325__IMG_9514__IMG_0566__IMG_7806__IMG_7700__IMG_9409__IMG_0701__IMG_0746__IMG_0401__IMG_9755__IMG_9977__IMG_7927__IMG_0214__IMG_7942__IMG_9906"",""currentFacesEliminatedCount"":8}"	2017-04-27T19:28:07	4512085409005568
"{""uniqueID"":48261,""completion_code"":""oURKA-#-YtR6N"",""demographics"":""country=United States of America___gender=female___race=white___age=59"",""experiment"":""guess-who-pilot"",""boardNumber"":2,""condition"":""male_only"",""actionType"":""questionAsked"",""question"":""is he dark skin?"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":4,""totalFaceCount"":16,""facesEliminatedCount"":10,""eliminatedFaces"":""IMG_8547__IMG_8168__IMG_0461__IMG_8652__IMG_7942__IMG_8562__IMG_8289__IMG_9680__IMG_0793__IMG_0431"",""allFaces"":""IMG_8547__IMG_0138__IMG_9048__IMG_8168__IMG_0356__IMG_0461__IMG_9514__IMG_8652__IMG_7942__IMG_8562__IMG_8289__IMG_8622__IMG_9680__IMG_0793__IMG_0566__IMG_0431"",""currentFacesEliminatedCount"":5}"	2017-04-27T19:46:27	4512191172575232
"{""uniqueID"":24339,""completion_code"":""KxjsI-#-an5wo"",""demographics"":""country=United States of America___gender=male___race=white___age=34"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""highly_variable"",""actionType"":""questionAsked"",""question"":""is the person male"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":1,""totalFaceCount"":16,""facesEliminatedCount"":8,""eliminatedFaces"":""IMG_9921__IMG_0731__IMG_8889__IMG_0295__IMG_8258__IMG_9394__IMG_9379__IMG_7927"",""allFaces"":""IMG_9921__IMG_0731__IMG_8889__IMG_0295__IMG_0476__IMG_7593__IMG_8258__IMG_8289__IMG_9394__IMG_8622__IMG_9108__IMG_7882__IMG_9379__IMG_0701__IMG_7927__IMG_8228"",""currentFacesEliminatedCount"":8}"	2017-04-27T19:31:39	4513701658886144
"{""uniqueID"":20894,""completion_code"":""dQ8wu-#-X0guj"",""demographics"":""country=United States of America___gender=male___race=white___age=41"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""asian_male_only"",""actionType"":""questionAsked"",""question"":""is he wearing a necklace?"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":3,""totalFaceCount"":16,""facesEliminatedCount"":16,""eliminatedFaces"":""IMG_9634__IMG_0214__IMG_9364__IMG_9957__IMG_7700__IMG_9710__IMG_0356__IMG_9048__IMG_7882__IMG_0641__IMG_0401__IMG_0566__IMG_9514__IMG_7942__IMG_0701__IMG_7806"",""allFaces"":""IMG_9634__IMG_0214__IMG_9364__IMG_9957__IMG_7700__IMG_9710__IMG_0356__IMG_9048__IMG_7882__IMG_0641__IMG_0401__IMG_0566__IMG_9514__IMG_7942__IMG_0701__IMG_7806"",""currentFacesEliminatedCount"":6}"	2017-04-27T19:38:35	4513933318684672
"{""uniqueID"":51359,""completion_code"":""1f388-#-QLAcl"",""demographics"":""country=United States of America___gender=female___race=white___age=25"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""white_male_only"",""actionType"":""questionAsked"",""question"":""do they have brown hair?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":2,""totalFaceCount"":16,""facesEliminatedCount"":13,""eliminatedFaces"":""IMG_8607__IMG_8547__IMG_8964__IMG_8003__IMG_8213__IMG_9785__IMG_8183__IMG_8048__IMG_0018__IMG_8532__IMG_9680__IMG_9018__IMG_8018"",""allFaces"":""IMG_8607__IMG_8547__IMG_8964__IMG_8003__IMG_0461__IMG_8213__IMG_9876__IMG_9785__IMG_8183__IMG_8048__IMG_9258__IMG_0018__IMG_8532__IMG_9680__IMG_9018__IMG_8018"",""currentFacesEliminatedCount"":4}"	2017-04-27T19:40:12	4514506965254144
"{""uniqueID"":19214,""completion_code"":""P7UYc-#-ruAQK"",""demographics"":""country=United States of America___gender=female___race=white___age=34"",""experiment"":""guess-who-pilot"",""boardNumber"":1,""condition"":""asian_only"",""actionType"":""questionAsked"",""question"":""is it a boy"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":1,""totalFaceCount"":16,""facesEliminatedCount"":8,""eliminatedFaces"":""IMG_0214__IMG_7942__IMG_9364__IMG_7700__IMG_7882__IMG_0566__IMG_0641__IMG_9957"",""allFaces"":""IMG_9574__IMG_9078__IMG_8667__IMG_7715__IMG_0746__IMG_0214__IMG_7942__IMG_9364__IMG_7700__IMG_7882__IMG_9409__IMG_0566__IMG_0325__IMG_0641__IMG_0581__IMG_9957"",""currentFacesEliminatedCount"":8}"	2017-04-27T19:28:23	4515176980152320
"{""uniqueID"":38564,""completion_code"":""fcw8N-#-3cfRh"",""demographics"":""country=United States of America___gender=female___race=Caucasian___age=27"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""asian_female_only"",""actionType"":""questionAsked"",""question"":""Do they have a striped shirt under the black one?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":3,""totalFaceCount"":16,""facesEliminatedCount"":6,""eliminatedFaces"":""IMG_9439__IMG_7851__IMG_8697__IMG_8667__IMG_0581__IMG_9273"",""allFaces"":""IMG_9469__IMG_9439__IMG_7851__IMG_9755__IMG_8697__IMG_0310__IMG_0325__IMG_9906__IMG_9078__IMG_0746__IMG_8667__IMG_9409__IMG_0581__IMG_9273__IMG_7866__IMG_0716"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:58:51	4515969401618432
"{""uniqueID"":13570,""completion_code"":""9UMkr-#-cv8JY"",""demographics"":""country=United States of America___gender=male___race=White American___age=40"",""experiment"":""guess-who-pilot"",""boardNumber"":3,""condition"":""asian_male_only"",""actionType"":""questionAsked"",""question"":""Is the person skinny?"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":3,""totalFaceCount"":16,""facesEliminatedCount"":15,""eliminatedFaces"":""IMG_7882__IMG_7700__IMG_0566__IMG_9048__IMG_0356__IMG_0701__IMG_7806__IMG_0641__IMG_9514__IMG_7942__IMG_0214__IMG_9634__IMG_9957__IMG_9710__IMG_0401"",""allFaces"":""IMG_7882__IMG_7700__IMG_0566__IMG_9048__IMG_0356__IMG_0701__IMG_7806__IMG_0641__IMG_9514__IMG_7942__IMG_0214__IMG_9634__IMG_9957__IMG_9710__IMG_9364__IMG_0401"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:27:53	4516045100417024
"{""uniqueID"":19593,""completion_code"":""DvTmy-#-KUGBR"",""demographics"":""country=United States of America___gender=female___race=white___age=36"",""experiment"":""guess-who-pilot"",""boardNumber"":2,""condition"":""asian_male_only"",""actionType"":""questionAsked"",""question"":""does the person have a blue shirt on under the black one"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":6,""totalFaceCount"":16,""facesEliminatedCount"":15,""eliminatedFaces"":""IMG_7882__IMG_7700__IMG_9048__IMG_9957__IMG_0701__IMG_7942__IMG_0214__IMG_9710__IMG_0356__IMG_9364__IMG_0566__IMG_9634__IMG_7806__IMG_9514__IMG_0401"",""allFaces"":""IMG_0641__IMG_7882__IMG_7700__IMG_9048__IMG_9957__IMG_0701__IMG_7942__IMG_0214__IMG_9710__IMG_0356__IMG_9364__IMG_0566__IMG_9634__IMG_7806__IMG_9514__IMG_0401"",""currentFacesEliminatedCount"":3}"	2017-04-27T19:26:03	4517238564454400
"{""uniqueID"":87130,""completion_code"":""Ukpfn-#-Zt6eF"",""demographics"":""country=United States of America___gender=male___race=hispanic___age=36"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""highly_variable"",""actionType"":""questionAsked"",""question"":""is the person white?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":3,""totalFaceCount"":16,""facesEliminatedCount"":8,""eliminatedFaces"":""IMG_9649__IMG_0138__IMG_8289__IMG_9740__IMG_9876__IMG_9725__IMG_7547__IMG_9364"",""allFaces"":""IMG_9318__IMG_9649__IMG_0138__IMG_0611__IMG_8289__IMG_9740__IMG_7882__IMG_9876__IMG_9725__IMG_9424__IMG_7715__IMG_7547__IMG_9364__IMG_9394__IMG_0506__IMG_0401"",""currentFacesEliminatedCount"":3}"	2017-04-27T19:39:57	4518468804149248
"{""uniqueID"":3507,""completion_code"":""nvvEb-#-TvgzE"",""demographics"":""country=United States of America___gender=female___race=East Asian___age=25"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""highly_variable"",""actionType"":""finalFaceSelected"",""question"":""NA"",""questionResponse"":""NA"",""finalSelection"":""IMG_9574"",""questionNumber"":4,""totalFaceCount"":16,""facesEliminatedCount"":16,""eliminatedFaces"":""IMG_0138__IMG_9649__IMG_9725__IMG_8228__IMG_7882__IMG_9499__IMG_8889__IMG_9906__IMG_8243__IMG_0611__IMG_0671__IMG_8289__IMG_9288__IMG_9514__IMG_7502__IMG_9574"",""allFaces"":""IMG_0138__IMG_9649__IMG_9725__IMG_8228__IMG_7882__IMG_9499__IMG_8889__IMG_9906__IMG_8243__IMG_0611__IMG_0671__IMG_8289__IMG_9288__IMG_9514__IMG_7502__IMG_9574"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:40:41	4518855619641344
"{""uniqueID"":40019,""completion_code"":""6lHW8-#-VgEwE"",""demographics"":""country=United States of America___gender=male___race=White___age=31"",""experiment"":""guess-who-pilot"",""boardNumber"":1,""condition"":""highly_variable"",""actionType"":""questionAsked"",""question"":""Does he have long hair?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":3,""totalFaceCount"":16,""facesEliminatedCount"":10,""eliminatedFaces"":""IMG_9364__IMG_8243__IMG_9424__IMG_8289__IMG_0506__IMG_9740__IMG_9409__IMG_8198__IMG_9394__IMG_9078"",""allFaces"":""IMG_9364__IMG_8243__IMG_9424__IMG_0214__IMG_9454__IMG_8289__IMG_8637__IMG_9725__IMG_0506__IMG_9740__IMG_8228__IMG_9409__IMG_8198__IMG_9394__IMG_8622__IMG_9078"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:24:59	4518931318439936
"{""uniqueID"":34418,""completion_code"":""URJWC-#-bIUAr"",""demographics"":""country=United States of America___gender=male___race=White___age=29"",""experiment"":""guess-who-pilot"",""boardNumber"":2,""condition"":""white_male_only"",""actionType"":""questionAsked"",""question"":""Do you have a fauxhawk?"",""questionResponse"":""Yes"",""finalSelection"":""NA"",""questionNumber"":7,""totalFaceCount"":16,""facesEliminatedCount"":15,""eliminatedFaces"":""IMG_9183__IMG_9695__IMG_8168__IMG_7547__IMG_0596__IMG_9800__IMG_8093__IMG_8018__IMG_8003__IMG_8213__IMG_8183__IMG_0371__IMG_8063__IMG_0123__IMG_8964"",""allFaces"":""IMG_9183__IMG_9695__IMG_8168__IMG_7547__IMG_0596__IMG_9800__IMG_8093__IMG_8018__IMG_8003__IMG_8213__IMG_8183__IMG_0371__IMG_9123__IMG_8063__IMG_0123__IMG_8964"",""currentFacesEliminatedCount"":1}"	2017-04-27T19:36:15	4519248609148928
"{""uniqueID"":97760,""completion_code"":""BbOnf-#-Z6DvM"",""demographics"":""country=United States of America___gender=male___race=White___age=40"",""experiment"":""guess-who-pilot"",""boardNumber"":4,""condition"":""white_only"",""actionType"":""questionAsked"",""question"":""Are you male?"",""questionResponse"":""No"",""finalSelection"":""NA"",""questionNumber"":1,""totalFaceCount"":16,""facesEliminatedCount"":8,""eliminatedFaces"":""IMG_7776__IMG_8532__IMG_0761__IMG_0686__IMG_9740__IMG_8547__IMG_7502__IMG_0078"",""allFaces"":""IMG_9499__IMG_7776__IMG_8258__IMG_0245__IMG_9544__IMG_8532__IMG_0761__IMG_0686__IMG_7730__IMG_0536__IMG_9740__IMG_0656__IMG_8547__IMG_7502__IMG_0446__IMG_0078"",""currentFacesEliminatedCount"":8}"	2017-04-27T19:31:58	4519911913160704
